PROVISIONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accident Ref,Borough,Boro,Latitude,Longitude,Easting,Northing,Location,Accident Severity,No. of Casualties in Acc.,No. of Vehicles in Acc.,Accident Date,Day,Time,Highway,Road Class 1,Road No. 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road No 2,Ped. Crossing Decoded,Light Condtions (Banded),Weather,Road Surface,Special Conditions,C/W Hazard,Time,Apolicer_Decoded
1200228283,Hammersmith & Fulham,11,51.49281701,-0.20796099,524504,178619,"On North End Parade, Near The Junction With Mortimer House Approc 90M Nw Edith Rd",2 Serious,1,2,43832,Thursday,43832.64167,3 Bor,4 B,317,6 Single Cwy,20,08 Priv Drive,4 Give Way/Uncontrolled,6 Unclassified,0,8 Central Refuge,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43832.64167,1 Police - At Scene
1200228286,Hillingdon,26,51.52476622,-0.4354248,508638,181810,"On Morgan'S Lane, 25 Metres North Of The Junction With Uxbridge Road.",3 Slight,1,1,43832,Thursday,43832.88194,3 Bor,5 C,0,2 One-Way St,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43832.88194,1 Police - At Scene
1200228287,Newham,17,51.53719346,0.01022471,539514,183947,"On Evesham Road, Near The Junction With Portway.",3 Slight,2,2,43832,Thursday,43832.72708,3 Bor,4 B,164,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43832.72708,1 Police - At Scene
1200228288,Ealing,27,51.51559305,-0.26829265,520256,181051,"On Horn Lane, Near The Junction With Brougham Road.",3 Slight,1,2,43832,Thursday,43832.88056,3 Bor,A,4000,6 Single Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,2 Raining,1 Road-Dry,0 None,0 None,43832.88056,1 Police - At Scene
1200228289,Hillingdon,26,51.58228137,-0.42874409,508964,188216,"On Park Avenue, 25 Metres West Of The Junction With Sherwood Avenue.",3 Slight,2,1,43832,Thursday,43832.91667,3 Bor,6 Unclassified,0,6 Single Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43832.91667,1 Police - At Scene
1200228298,Kingston-Upon-Thames,23,51.41059513,-0.30080695,518271,169322,"On Wheatfield Way, Near The Junction With Kingston.",3 Slight,2,1,43832,Thursday,43832.95903,3 Bor,A,307,2 One-Way St,20,03 T/Stag Jun,2 Auto Sig,A,308,4 Pelican Or Similar,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43832.95903,1 Police - At Scene
1200228299,Croydon,20,51.3717892,-0.09646965,532593,165356,On Croydon Flyover Junction With Park Lane.,3 Slight,2,4,43832,Thursday,43832.80903,1 Tlrn,A,232,1 Roundabout,20,01 Roundabout,2 Auto Sig,A,212,5 Pedn Phase At Ats,1 Dark,1 Fine,2 Road-Wet,0 None,0 None,43832.80903,3 Self Completion
1200228300,Southwark,8,51.50520841,-0.09827787,532082,180189,"On Lavington Street, Near The Junction With Southwark Street .",3 Slight,1,2,43832,Thursday,43832.73264,1 Tlrn,6 Unclassified,0,6 Single Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,A,3200,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43832.73264,1 Police - At Scene
1200228301,Hounslow,25,51.44158329,-0.43045436,509181,172567,"On Bedfont Road, 50 Metres East Of The Junction With Feltham Yoi.",1 Fatal,1,1,43832,Thursday,43832.875,3 Bor,5 C,0,6 Single Cwy,40,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43832.875,1 Police - At Scene
1200228305,Barnet,30,51.56149153,-0.20370345,524612,186263,"On Hendon Way, Near The Junction With Cricklewood Lane.",2 Serious,1,2,43832,Thursday,43832.4375,1 Tlrn,A,41,3 Dual Cwy,40,06 Crossroads,2 Auto Sig,A,407,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43832.4375,3 Self Completion
1200228308,Waltham Forest,13,51.55433722,0.00528254,539119,185844,"On High Road Leytonstone, Near The Junction With Steele Road E11.",3 Slight,2,1,43832,Thursday,43832.90903,3 Bor,A,11,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,5 Pedn Phase At Ats,1 Dark,2 Raining,2 Road-Wet,0 None,0 None,43832.90903,1 Police - At Scene
1200228312,Redbridge,14,51.55393743,0.07274555,543797,185930,"On Ilford Lane, Near The Junction With Cecil Road.",3 Slight,1,4,43832,Thursday,43832.97431,3 Bor,A,123,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43832.97431,1 Police - At Scene
1200228319,Hillingdon,26,51.46329184,-0.49355667,504746,174889,"On Stanwell Moor Road, Near The Junction With Stanwell Moor Road.",3 Slight,1,2,43833,Friday,43833.20625,3 Bor,A,3044,1 Roundabout,50,01 Roundabout,4 Give Way/Uncontrolled,A,3113,0 No Xing Facility In 50M,1 Dark,2 Raining,2 Road-Wet,0 None,0 None,43833.20625,1 Police - At Scene
1200228323,Wandsworth,10,51.43404728,-0.1556035,528303,172174,"On Tooting Bec Road, Near The Junction With Romberg Road.",3 Slight,1,2,43833,Friday,43833.32639,1 Tlrn,A,214,6 Single Cwy,30,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,2 Road-Wet,0 None,0 None,43833.32639,1 Police - At Scene
1200228329,Enfield,32,51.63259323,-0.03907057,535811,194463,"Location Uncertain. On Meridian Way, Near The Junction With A1055.",3 Slight,1,2,43832,Thursday,43832.77431,3 Bor,A,1055,6 Single Cwy,30,06 Crossroads,2 Auto Sig,6 Unclassified,0,9 Unknown (S/R),1 Dark,1 Fine,1 Road-Dry,9 Unknown (S/R),0 None,43832.77431,3 Self Completion
1200228330,Waltham Forest,13,51.61691091,-0.02356744,536931,192748,"On Hall Lane, Near The Junction With Hall Gardens.",3 Slight,1,3,43833,Friday,43833.4,3 Bor,A,1009,6 Single Cwy,30,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,8 Other,2 Road-Wet,0 None,0 None,43833.4,1 Police - At Scene
1200228334,Hillingdon,26,51.54863181,-0.4200099,509650,184487,"On Western Avenue, 1040 Metres West Of The Junction With  Offslip To West End Road.. The Nearest Classified Road Was The A40",1 Fatal,1,2,43833,Friday,43833.26042,1 Tlrn,A,40,3 Dual Cwy,60,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,2 Raining,2 Road-Wet,0 None,0 None,43833.26042,1 Police - At Scene
1200228335,Tower Hamlets,5,51.52297176,-0.04001963,536072,182271,"On Mile End Road, Near The Junction With Hartford Street.",2 Serious,1,1,43833,Friday,43833.30694,1 Tlrn,A,11,3 Dual Cwy,30,03 T/Stag Jun,2 Auto Sig,5 C,0,5 Pedn Phase At Ats,1 Dark,2 Raining,2 Road-Wet,0 None,0 None,43833.30694,1 Police - At Scene
1200228346,Bromley,19,51.37783452,0.1007904,546303,166403,On High Street 175 Meters South West Ofthe Junction With Church Hill,3 Slight,1,2,43831,Wednesday,43831.71736,3 Bor,A,223,6 Single Cwy,20,00 No Jun In 20M,,,0,5 Pedn Phase At Ats,1 Dark,1 Fine,2 Road-Wet,0 None,0 None,43831.71736,3 Self Completion
1200228349,Merton,22,51.39058165,-0.22230645,523784,167226,"On Tudor Drive, Near The Junction With Morden Brook Roundabout.",3 Slight,1,2,43833,Friday,43833.48611,3 Bor,4 B,279,1 Roundabout,30,01 Roundabout,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43833.48611,1 Police - At Scene
1200228351,Haringey,31,51.58584724,-0.08459192,532797,189181,"On West Green Road, Near The Junction With West Green Road.",3 Slight,1,2,43832,Thursday,43832.44931,3 Bor,A,504,9 Unknown,20,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,2 Road-Wet,0 None,0 None,43832.44931,3 Self Completion
1200228353,Newham,17,51.53100868,0.05571452,542688,183347,"On High Street South, Near The Junction With Poulett Road E6.",3 Slight,1,2,43833,Friday,43833.52847,3 Bor,A,117,3 Dual Cwy,30,06 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43833.52847,1 Police - At Scene
1200228362,Westminster,1,51.50653993,-0.12231626,530410,180294,"On Victoria Embankment, Near The Junction With Northumberland Avenue.",3 Slight,1,2,43833,Friday,43833.27083,1 Tlrn,A,3211,3 Dual Cwy,30,03 T/Stag Jun,2 Auto Sig,4 B,308,0 No Xing Facility In 50M,1 Dark,2 Raining,2 Road-Wet,0 None,0 None,43833.27083,1 Police - At Scene
1200228374,Lewisham,7,51.46309425,-0.01046926,538303,175668,Location Uncertain Lewisham High Street,3 Slight,1,2,43833,Friday,43833.35417,1 Tlrn,A,21,3 Dual Cwy,30,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43833.35417,3 Self Completion
1200228375,Croydon,20,51.36804641,-0.11527269,531295,164906,On Stafford Road Near The Junction With Duppas Hill Road,3 Slight,1,2,43832,Thursday,43832.84722,1 Tlrn,5 C,0,6 Single Cwy,40,09 Other Jun,4 Give Way/Uncontrolled,A,232,0 No Xing Facility In 50M,1 Dark,8 Other,2 Road-Wet,9 Unknown (S/R),9 Unknown (S/R),43832.84722,3 Self Completion
1200228378,Lewisham,7,51.48154598,-0.0263292,537146,177690,"On Evelyn Street, Near The Junction With Wategate Street.",3 Slight,1,2,43833,Friday,43833.64583,3 Bor,A,200,6 Single Cwy,20,06 Crossroads,4 Give Way/Uncontrolled,A,200,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43833.64583,1 Police - At Scene
1200228380,Ealing,27,51.53614758,-0.31509543,516956,183261,"On Wadsworth Road, Near The Junction With Wadsworth Road.",3 Slight,1,1,43833,Friday,43833.33681,,6 Unclassified,0,6 Single Cwy,20,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,1 Zebra,2 Daylight,1 Fine,2 Road-Wet,9 Unknown (S/R),9 Unknown (S/R),43833.33681,3 Self Completion
1200228387,Hackney,4,51.5723804,-0.09144951,532361,187671,"On Seven Sisters Road, 30 Metres West Of The Junction With Woodberry Grove.",3 Slight,1,1,43833,Friday,43833.63472,1 Tlrn,A,503,3 Dual Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43833.63472,1 Police - At Scene
1200228391,Redbridge,14,51.54936235,0.0751628,543979,185426,"On Ilford Lane, Near The Junction With St Lukes Avenue.",3 Slight,2,8,43833,Friday,43833.62292,3 Bor,A,123,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43833.62292,1 Police - At Scene
1200228392,Bromley,19,51.43959169,0.03433919,541488,173140,"On Mottingham Lane, 130 Metres West Of The Junction With Cedar Mount.",3 Slight,1,3,43833,Friday,43833.59722,3 Bor,6 Unclassified,0,3 Dual Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43833.59722,1 Police - At Scene
1200228395,Hillingdon,26,51.50579053,-0.47000787,506283,179649,"On Station Road, 20 Metres North Of The Junction With Church Raod .",3 Slight,1,1,43833,Friday,43833.69583,3 Bor,5 C,0,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43833.69583,1 Police - At Scene
1200228401,Westminster,1,51.50799115,-0.12646447,530118,180448,"On Strand, Near The Junction With Northumberland Street.",3 Slight,1,1,43833,Friday,43833.73958,3 Bor,A,4,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43833.73958,1 Police - At Scene
1200228403,Waltham Forest,13,51.56429362,-0.01117491,537948,186920,"On High Road Leyton, 10 Metres North Of The Junction With Church Road.",3 Slight,2,1,43833,Friday,43833.76389,3 Bor,A,112,3 Dual Cwy,30,09 Other Jun,4 Give Way/Uncontrolled,A,1006,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43833.76389,1 Police - At Scene
1200228404,Havering,15,51.60984972,0.21436461,553426,192435,"On Hailsham Road, 90 Metres East Of The Junction With Hailsham Close .",3 Slight,1,2,43833,Friday,43833.80625,3 Bor,6 Unclassified,0,6 Single Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43833.80625,1 Police - At Scene
1200228406,Lewisham,7,51.41904974,0.00100845,539234,170792,"On Bromley Hill, 85 Metres South Of The Junction With Glenbow Road.",3 Slight,1,2,43833,Friday,43833.75,1 Tlrn,A,21,3 Dual Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,9 Unknown,1 Road-Dry,0 None,0 None,43833.75,1 Police - At Scene
1200228411,Hillingdon,26,51.55733787,-0.39693014,511229,185490,"On Long Drive, 25 Metres East Of The Junction With Victoria Road.",3 Slight,1,1,43833,Friday,43833.65278,3 Bor,5 C,0,6 Single Cwy,30,00 No Jun In 20M,,,0,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43833.65278,1 Police - At Scene
1200228417,Havering,15,51.51522424,0.18904847,551988,181860,"On Lamson Road, Near The Junction With Ferry Lane.",3 Slight,1,2,43833,Friday,43833.74653,3 Bor,5 C,0,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43833.74653,1 Police - At Scene
1200228419,Brent,28,51.56862958,-0.2295968,522798,187013,"On Oxgate Lane, Near The Junction With Edgware Road .",3 Slight,1,2,43833,Friday,43833.76736,3 Bor,5 C,0,3 Dual Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,A,5,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43833.76736,1 Police - At Scene
1200228429,Wandsworth,10,51.4575963,-0.16572421,527534,174775,"On Salcott Road Sw11, Near The Junction With Northcote Road Sw11.",3 Slight,1,2,43833,Friday,43833.79028,3 Bor,4 B,229,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,6 Ped In Cwy - Not Inj,43833.79028,1 Police - At Scene
1200228434,Bromley,19,51.3922932,0.10737528,546715,168024,"On Lynton Avenue, Near The Junction With Cray Valley Avenue.",3 Slight,1,2,43833,Friday,43833.83681,,6 Unclassified,0,6 Single Cwy,30,06 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43833.83681,1 Police - At Scene
1200228435,Islington,3,51.54795953,-0.09826895,531959,184943,"On Highbury Grove, 15 Metres South Of The Junction With Grosvenor Avenue.",3 Slight,1,3,43833,Friday,43833.86458,3 Bor,A,1201,3 Dual Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,5 C,0,1 Zebra,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43833.86458,1 Police - At Scene
1200228436,Bexley,18,51.45738519,0.10881814,546607,175265,"On Danson Lane Welling, 10 Metres East Of The Junction With Lakeview Road.",2 Serious,1,1,43833,Friday,43833.84028,3 Bor,6 Unclassified,0,3 Dual Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43833.84028,1 Police - At Scene
1200228437,Kensington & Chelsea,12,51.50749822,-0.20418562,524726,180258,"On Holland Park Avenue, Near The Junction With Holland Park.",3 Slight,1,3,43833,Friday,43833.83333,3 Bor,A,402,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43833.83333,1 Police - At Scene
1200228449,Enfield,32,51.60915346,-0.04630608,535380,191843,"On Glover Drive, Near The Junction With Glover Drive.",3 Slight,1,2,43833,Friday,43833.95139,3 Bor,6 Unclassified,0,1 Roundabout,30,01 Roundabout,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43833.95139,1 Police - At Scene
1200228452,Lambeth,9,51.44316096,-0.09734521,532326,173291,"On Rosendale Road, Near The Junction With Lovelace Road.",3 Slight,1,3,43833,Friday,43833.91667,3 Bor,5 C,0,6 Single Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43833.91667,1 Police - At Scene
1200228454,Lewisham,7,51.44189668,-0.0575672,535094,173223,"On Honor Oak Road, 32 Metres South Of The Junction With Manor Mount.",3 Slight,2,1,43833,Friday,43833.625,3 Bor,5 C,0,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43833.625,3 Self Completion
1200228455,Brent,28,51.53207994,-0.23293349,522665,182943,"On Harrow Road, 100 Metres West Of The Junction With Wrottesley Road. (Description And Geocode Suggest South East Of Junction)",2 Serious,1,1,43834,Saturday,43834.85069,3 Bor,A,404,6 Single Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43834.85069,1 Police - At Scene
1200228460,Hackney,4,51.56473214,-0.0599547,534566,186878,"On Upper Clapton Road E5, 5 Metres South Of The Junction With Oldhill Road E5.",3 Slight,1,3,43833,Friday,43833.98611,1 Tlrn,A,107,6 Single Cwy,30,06 Crossroads,2 Auto Sig,6 Unclassified,0,4 Pelican Or Similar,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43833.98611,1 Police - At Scene
1200228461,Hillingdon,26,51.57952265,-0.3995843,510991,187953,"On Field End Road, Near The Junction With Abbotsbury Gardens.",3 Slight,2,1,43834,Saturday,43834.51389,3 Bor,5 C,0,6 Single Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43834.51389,3 Self Completion
1200228462,Brent,28,51.54160445,-0.22587296,523129,184014,"On Chamberlayne Road, Near The Junction With Sidmouth Road.",3 Slight,1,2,43834,Saturday,43834.07639,3 Bor,5 C,0,1 Roundabout,30,02 Mini,4 Give Way/Uncontrolled,5 C,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43834.07639,1 Police - At Scene
1200228464,Lambeth,9,51.44106764,-0.09304343,532631,173066,"On Thurlow Park Road, Near The Junction With Croxted Road.",3 Slight,1,1,43834,Saturday,43834.05556,1 Tlrn,A,205,6 Single Cwy,30,06 Crossroads,2 Auto Sig,A,2199,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,2 Traf Sig Def,0 None,43834.05556,1 Police - At Scene
1200228467,Southwark,8,51.48298881,-0.09449283,532409,177725,"On Camberwell Road, Near The Junction With Boundary Lane.",3 Slight,1,2,43834,Saturday,43834.22222,3 Bor,A,215,6 Single Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43834.22222,1 Police - At Scene
1200228468,Barnet,30,51.58609913,-0.23059148,522682,188954,"On The Burroughs, Near The Junction With Watford Way.",3 Slight,1,2,43834,Saturday,43834.07986,1 Tlrn,A,504,6 Single Cwy,30,07 Multi Jun,2 Auto Sig,A,41,1 Zebra,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43834.07986,1 Police - At Scene
1200228470,Lambeth,9,51.47573749,-0.11880046,530742,176875,"On Clapham Road, Near The Junction With Durand Gardens.",3 Slight,1,2,43833,Friday,43833.78125,1 Tlrn,A,3,6 Single Cwy,30,03 T/Stag Jun,9 Unknown (S/R),6 Unclassified,0,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43833.78125,3 Self Completion
1200228472,Barking & Dagenham,16,51.55248229,0.1338414,548037,185890,"On Wood Lane, Near The Junction With Aylmer Road .",3 Slight,1,2,43834,Saturday,43834.34514,3 Bor,A,124,3 Dual Cwy,30,06 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43834.34514,1 Police - At Scene
1200228490,Bromley,19,51.40392372,0.01883743,540520,169144,"On Stockwell Close, Near The Junction With Kentish Way.",2 Serious,1,1,43834,Saturday,43834.46806,1 Tlrn,A,21,3 Dual Cwy,30,03 T/Stag Jun,2 Auto Sig,6 Unclassified,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,2 Other Object In Cwy,43834.46806,1 Police - At Scene
1200228494,Richmond-Upon-Thames,24,51.43937324,-0.33290481,515966,172471,"On Cross Deep, Near The Junction With Waldegrave Road.",3 Slight,1,2,43834,Saturday,43834.51944,3 Bor,A,310,1 Roundabout,20,01 Roundabout,4 Give Way/Uncontrolled,A,309,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43834.51944,1 Police - At Scene
1200228499,Greenwich,6,51.45319712,0.0265955,540908,174638,"On Sidcup Road, Near The Junction With Eltham Road.",3 Slight,2,6,43834,Saturday,43834.49861,1 Tlrn,A,20,3 Dual Cwy,30,06 Crossroads,2 Auto Sig,A,20,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43834.49861,1 Police - At Scene
1200228501,Hounslow,25,51.48591906,-0.29851228,518236,177702,"On High Street, 35 Metres South Of The Junction With Ealing Road.",3 Slight,1,2,43834,Saturday,43834.54653,3 Bor,A,315,6 Single Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43834.54653,1 Police - At Scene
1200228502,Haringey,31,51.57863414,-0.07300244,533621,188400,"On High Road, Near The Junction With Lealand Road.",3 Slight,1,2,43833,Friday,43833.96667,1 Tlrn,A,10,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43833.96667,1 Police - At Scene
1200228503,Tower Hamlets,5,51.52712437,-0.05882819,534755,182698,"On Bethnal Green Road, Near The Junction With Jersey Street, E2.",3 Slight,1,2,43834,Saturday,43834.47569,3 Bor,A,1209,6 Single Cwy,20,09 Other Jun,4 Give Way/Uncontrolled,5 C,0,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43834.47569,1 Police - At Scene
1200228504,Hammersmith & Fulham,11,51.47237238,-0.21180033,524293,176339,"On Fulham Palace Road, 50 Metres North Of The Junction With Fulham Road",2 Serious,1,1,43834,Saturday,43834.45139,3 Bor,A,219,3 Dual Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43834.45139,1 Police - At Scene
1200228508,Merton,22,51.40904907,-0.18221946,526522,169348,"Location Uncertain. On Homefield Gardens, 123 Metres East Of The Junction With Phipps Bridge Road. (Description Suggests On Haslemere Avenue)",2 Serious,1,2,43831,Wednesday,43831.59375,3 Bor,6 Unclassified,0,7 Slip Rd,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43831.59375,3 Self Completion
1200228511,Ealing,27,51.51287974,-0.38380555,512248,180566,"On Lancaster Road, 100 Metres North Of The Junction With Uxbridge Road.",3 Slight,1,1,43834,Saturday,43834.55556,3 Bor,6 Unclassified,0,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43834.55556,1 Police - At Scene
1200228512,Hackney,4,51.56296158,-0.07200525,533736,186659,"On Rectory Road, Near The Junction With Northwold Road, London.",3 Slight,1,2,43834,Saturday,43834.40139,1 Tlrn,A,10,2 One-Way St,20,03 T/Stag Jun,2 Auto Sig,6 Unclassified,0,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43834.40139,3 Self Completion
